% Model:              Sph.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jan 27 2025, 17:23
% Dimension:          3
% Nodes:              8372
% Expressions:        3
% Description:        magnetization deviation, X component, magnetization deviation, Y component, magnetization deviation, Z component
% Length unit:        nm
% x                       y                        z                        dm2X (1) @ lambda=2E-9                            dm2Y (1) @ lambda=2E-9                            dm2Z (1) @ lambda=2E-9
1.7198108863943888E-8     -2.3727381998639754E-7   -2.290902355780088E-7    0.031040421085058084+0.012113791753231582i        0.012113791753218264-0.031040421085049393i        0
-4.3191641100339136E-10   -2.3550789614075773E-7   -2.1673221537302693E-7   0.031040422045157813+0.012113792127918795i        0.012113792127905478-0.031040422045149122i        0
4.919573012203015E-8      -2.9958072534277144E-7   -1.8997654533983785E-7   0.03104042481955933+0.012113793210652894i         0.012113793210639576-0.031040424819550584i        0
5.557237455452975E-8      -2.995373562196889E-7    -2.1590626479134678E-7   0.031040422686590442+0.01211379237824346i         0.012113792378230116-0.03104042268658164i         0
3.562955136073662E-8      -2.7914300270913644E-7   -1.8448495188649527E-7   0.031040425105971978+0.012113793322427862i        0.012113793322414544-0.03104042510596312i         0
3.1683828757206035E-8     -2.5800206527044384E-7   -1.990957089547669E-7    0.031040423749131844+0.012113792792909379i        0.012113792792896004-0.031040423749123042i        0
4.765592208060922E-8      -2.693038180435129E-7    -2.3014134915229477E-7   0.03104042129196044+0.012113791833977034i         0.01211379183396366-0.031040421291951583i         0
6.992014782583208E-9      -2.408321590259519E-7    -2.7664795431179274E-7   0.031040417127590123+0.012113790208795673i        0.012113790208782328-0.031040417127581377i        0
2.728706424480704E-8      -2.4354544585090746E-7   -2.922083697329106E-7    0.03104041591582934+0.012113789735895573i         0.012113789735882254-0.031040415915820595i        0
4.441349400174435E-8      -2.631766196334941E-7    -2.7272801778697147E-7   0.031040417708460166+0.012113790435485109i        0.012113790435471818-0.031040417708451253i        0
2.9956661820775637E-8     -2.7093642951573664E-7   -2.493675991701385E-7    0.031040419651102165+0.012113791193617933i        0.012113791193604614-0.03104041965109342i         0
1.0394046143036766E-8     -2.5389391626909387E-7   -2.474533426375508E-7    0.031040419643064508+0.012113791190481171i        0.012113791190467824-0.031040419643055595i        0
9.701481668386456E-9      -2.9230159594858246E-7   -1.4319989274731527E-7   0.03104042853458437+0.01211379466047344i          0.012113794660460066-0.031040428534575736i        0
-7.055068714117129E-9     -2.792107819203963E-7    -1.3873114172391375E-7   0.03104042877193983+0.012113794753103424i         0.012113794753090051-0.03104042877193114i         0
4.3296943085746726E-8     -3.488840875484969E-7    -1.5139808945967747E-7   0.031040428310879643+0.012113794573170735i        0.012113794573157446-0.031040428310870952i        0
5.923007252374631E-9      -3.184747195487471E-7    -1.401567392310831E-7    0.031040428938505723+0.012113794818107176i        0.01211379481809383-0.031040428938496754i         0
2.3326315277994127E-8     -3.73736832716969E-7     -1.0712418689611814E-7   0.03104043207896265+0.012113796043697535i         0.012113796043684188-0.031040432078953958i        0
3.407610060243184E-8      -3.5088991076629216E-7   -1.2535198912708714E-7   0.031040430456895973+0.012113795410672099i        0.012113795410658698-0.03104043045688717i         0
2.020756419462488E-8      -3.308685244309129E-7    -1.231393653472987E-7    0.031040430472763652+0.01211379541686456i         0.012113795416851187-0.03104043047275474i         0
-1.5172732651005082E-8    -2.73840226246778E-7     -1.5876812026044209E-7   0.031040427049927363+0.012113794081073216i        0.012113794081059844-0.031040427049918728i        0
-3.6655495306389474E-8    -2.767105949451064E-7    -1.6028222298989388E-7   0.031040426875366674+0.012113794012949427i        0.012113794012936054-0.03104042687535804i         0
-3.8696573629692166E-8    -2.550991145876613E-7    -1.7118801359466594E-7   0.031040425829075614+0.012113793604625264i        0.01211379360461189-0.0310404258290667i           0
-7.805014555788353E-9     -2.587067742549917E-7    -1.903581216118219E-7    0.03104042435616074+0.012113793029807543i         0.012113793029794253-0.031040424356151994i        0
-1.7213810974307784E-8    -2.522287458893328E-7    -1.6967391086521414E-7   0.031040426003636358+0.012113793672749111i        0.01211379367273582-0.0310404260036275i           0
-1.4019674892601724E-8    -2.506377279839871E-7    -2.107989624407886E-7    0.031040422589725364+0.012113792340440951i        0.01211379234042766-0.031040422589716562i         0
2.052846111739082E-8      -2.976644472706366E-7    -2.4388646164403416E-7   0.031040420243311138+0.012113791424732559i        0.012113791424719269-0.031040420243302336i        0
-9.165967592939216E-9     -2.9484640638860226E-7   -1.8105703366198443E-7   0.031040425349169332+0.012113793417337721i        0.012113793417324374-0.03104042534916053i         0
2.8094438501743004E-8     -3.3741861724860065E-7   -1.783651024585248E-7    0.03104042595360243+0.012113793653222921i         0.012113793653209602-0.03104042595359363i         0
1.7930291100903037E-8     -2.9321182145099465E-7   -1.8855750015466605E-7   0.03104042480054007+0.012113793203230479i         0.01211379320321716-0.031040424800531322i         0
3.1496469862196564E-8     -3.136495440846296E-7    -1.9404909360800865E-7   0.031040424514129143+0.012113793091456038i        0.01211379309144272-0.03104042451412034i          0
3.968100157741163E-10     -2.8720071585553136E-7   -1.972350042906994E-7    0.031040423988268534+0.012113792886234511i        0.012113792886221164-0.031040423988259788i        0
3.787311429469618E-8      -3.1360617496154704E-7   -2.199788130595176E-7    0.031040422381160702+0.0121137922590468i          0.012113792259033454-0.031040422381151844i        0
4.589039076177885E-9      -3.270306355842301E-7    -1.6933637600971887E-7   0.03104042656536161+0.012113793891967204i         0.012113793891953887-0.031040426565352754i        0
8.367513492189707E-9      -3.008575119840655E-7    -1.7237952952595108E-7   0.031040426161440038+0.01211379373433333i         0.012113793734320068-0.03104042616143118i         0
-1.4623318235996082E-7    1.7669209821036735E-7    -7.901143667298708E-8    0.03104043045708116+0.012113795410744352i         0.012113795410731033-0.031040430457072523i        0
-1.6565515388160572E-7    1.967071756447082E-7     -1.0586081417354993E-7   0.031040428043201347+0.01211379446870699i         0.012113794468693616-0.031040428043192434i        0
-1.64470362627051E-7      1.941240583535802E-7     -7.929649812292551E-8    0.03104043026816473+0.012113795337018035i         0.012113795337004771-0.031040430268155984i        0
-1.382981507592079E-7     1.6333171515730052E-7    -9.891140644218641E-8    0.031040428913001405+0.01211379480815395i         0.01211379480814052-0.031040428912992715i         0
-1.5569297147860243E-7    1.696180821890842E-7     -1.1574468172702379E-7   0.031040427422408548+0.012113794226437234i        0.012113794226423889-0.031040427422399746i        0
-1.341364787549539E-7     1.416626196405481E-7     -8.37796440331616E-8     0.031040430317051906+0.012113795356096739i        0.012113795356083337-0.03104043031704316i         0
-1.4207151035570683E-7    1.5502300269361493E-7    -6.387967426396226E-8    0.03104043186113299+0.012113795958687584i         0.012113795958674237-0.031040431861123968i        0
-1.74181078742499E-7      1.5392447796028494E-7    -1.2742322708337432E-7   0.03104042649324929+0.012113793863824801i         0.012113793863811511-0.0310404264932406i          0
-2.1006495938825905E-7    1.803348965728504E-7     8.373722026683356E-9     0.03104043749018344+0.012113798155473091i         0.012113798155459746-0.031040437490174416i        0
-1.915048626411868E-7     1.6641935120145528E-7    2.0858922207405106E-8    0.031040438670972854+0.012113798616286375i        0.012113798616273055-0.031040438670963996i        0
-1.7561746127467977E-7    1.6702705453987237E-7    1.7437475414726233E-9    0.031040437129739255+0.012113798014806599i        0.012113798014793365-0.031040437129730508i        0
-1.9417755802175196E-7    1.809425999112675E-7     -1.074145263924913E-8    0.031040435948949008+0.012113797553993066i        0.012113797553979667-0.031040435948939987i        0
-1.2882811144416547E-7    1.1305725477957375E-7    -7.863515669391594E-8    0.03104043093879717+0.012113795598738215i         0.01211379559872484-0.031040430938788423i         0
-1.738175704666946E-7     1.444855969956569E-7     -5.31393888039803E-8     0.031040432719719988+0.012113796293758656i        0.012113796293745253-0.03104043271971113i         0
-1.475409241159208E-7     1.2858122920015387E-7    -8.132679621007379E-8    0.031040430560508037+0.0121137954511076i          0.012113795451094225-0.031040430560499068i        0
-1.5547595571667373E-7    1.4194161225322067E-7    -6.142682644087446E-8    0.031040432104588955+0.01211379605369847i         0.012113796053685181-0.03104043210458021i         0
-1.346032530480384E-7     1.2032273260378228E-7    2.2689106355168425E-8    0.03104043928685229+0.01211379885663862i          0.0121137988566253-0.031040439286843545i          0
-1.6706711337731457E-7    1.3637831857941643E-7    -3.255450204732093E-8    0.031040434500016163+0.012113796988534554i        0.012113796988521181-0.031040434500007305i        0
-1.6871199050889364E-7    1.465480871512533E-7     -4.3242102808037225E-9   0.031040436775043152+0.012113797876383392i        0.012113797876370073-0.031040436775034295i        0
-1.4857858904953175E-7    1.5571039257190879E-7    -3.5540954397015445E-9   0.031040436844456742+0.012113797903472709i        0.012113797903459449-0.031040436844447995i        0
-1.487254986272937E-7     1.338343338369802E-7     -4.084193968421507E-8    0.0310404338848853+0.012113796748474426i          0.012113796748461109-0.031040433884876498i        0
-1.3815036684624701E-7    1.4941586664315112E-7    -2.7007422312163468E-8   0.031040434969131538+0.01211379717161086i         0.01211379717159754-0.03104043496912268i          0
-1.31203929990193E-7      1.4162994329345235E-7    8.917197950216666E-9     0.031040438021434746+0.01211379836279856i         0.012113798362785214-0.031040438021426i           0
-1.2077570778690824E-7    1.3533541736469469E-7    -1.453612892224526E-8    0.031040436146109712+0.012113797630936765i        0.012113797630923392-0.0310404361461008i          0
-1.6381683473204714E-7    1.2046853699368532E-7    7.172464778803569E-8     0.031040443265773734+0.012113800409446918i        0.012113800409433656-0.031040443265764932i        0
-1.4639013595354942E-7    1.1531366125830307E-7    5.8136075182926664E-8    0.031040442224000177+0.01211380000288587i         0.012113800002872524-0.031040442223991375i        0
-1.5903614772338824E-7    1.0043376404700101E-7    8.342212384754831E-8     0.031040444376474623+0.01211380084290749i         0.012113800842894172-0.031040444376465765i        0
-1.4160944894489052E-7    9.527888831161878E-8     6.983355124243929E-8     0.03104044333470146+0.012113800436346581i         0.012113800436333264-0.031040443334692715i        0
-1.5365761384496509E-7    1.1493355574813318E-7    2.9325437666790814E-8    0.0310404398121228+0.012113799061629925i          0.01211379906161655-0.03104043981211394i          0
-1.703916922464815E-7     1.2707846101714778E-7    1.4783414420736882E-8    0.031040438477291498+0.012113798540700518i        0.012113798540687115-0.031040438477282474i        0
-2.5425497611617707E-7    1.8826551115053716E-7    6.74752578873844E-8      0.031040442209687883+0.012113799997300369i        0.012113799997286996-0.03104044220967908i         0
-3.131652215898195E-7     2.0984171167426294E-7    7.202819216243408E-8     0.03104044227019606+0.012113800020914264i         0.012113800020900836-0.03104044227018737i         0
-3.141886515289129E-7     1.797566940125178E-7     8.902225483740244E-8     0.031040443865157925+0.01211380064336178i         0.012113800643348518-0.03104044386514918i         0
-2.6120200273753106E-7    2.022356898222858E-7     4.845877415837042E-8     0.0310404405224587+0.012113799338844638i          0.012113799338831319-0.0310404405224499i          0
-2.881129315065444E-7     1.7622164689700356E-7    9.893221216659534E-8     0.031040444790857474+0.012113801004624027i        0.012113801004610738-0.031040444790848894i        0
-2.8921806816596925E-7    2.1919789526074558E-7    7.707758919976826E-8     0.03104044270548942+0.012113800190791186i         0.012113800190777811-0.03104044270548045i         0
-2.786637547701815E-7     2.2226898466273087E-7    5.3771310015909474E-8    0.031040440784422214+0.012113799441078169i        0.01211379944106485-0.031040440784413467i         0
-3.183691555955012E-7     2.1050716106186704E-7    4.1831891140269704E-8    0.031040439743189176+0.01211379903472794i         0.012113799034714594-0.031040439743180485i        0
-2.9924046219448666E-7    2.2094229261810138E-7    3.272536474044861E-8     0.031040438981659542+0.012113798737534483i        0.012113798737521221-0.03104043898165074i         0
-2.7429615973242564E-7    1.99165257719074E-7      8.811366698859457E-8     0.031040443792782965+0.012113800615116861i        0.01211380061510357-0.031040443792774108i         0
-1.9869935903329883E-7    2.2811150610263647E-7    -5.915019029136928E-8    0.031040431622502758+0.012113795865560235i        0.01211379586554686-0.031040431622493845i         0
-2.007860744716182E-7     2.0564738313325268E-7    -9.62541733861747E-8     0.03104042867583273+0.01211379471559674i          0.012113794715583368-0.03104042867582376i         0
-1.8398740392832481E-7    1.855550962544654E-7     -6.68829791824772E-8     0.03104043129138842+0.012113795736339975i         0.0121137957363266-0.031040431291379563i          0
-1.8517219518287955E-7    1.8813821354559342E-7    -9.344729523310162E-8    0.03104042906642443+0.012113794868028598i         0.012113794868015337-0.03104042906641574i         0
-2.1884004790480735E-7    2.2122151776231447E-7    -2.9620325744345417E-8   0.03104043405421496+0.012113796814556838i         0.012113796814543464-0.031040434054206215i        0
-2.1499300240339172E-7    2.3246373734475994E-7    -4.930895843733239E-8    0.031040432361720317+0.012113796154046206i        0.012113796154032887-0.031040432361711518i        0
-1.8514701475993613E-7    2.0956861275800895E-7    -4.7928456241478516E-8   0.031040432711675323+0.01211379629061917i         0.01211379629060588-0.03104043271166663i          0
-2.131536274904262E-7     2.2160715918675224E-7    -8.091159138544106E-8    0.031040429811625483+0.012113795158849625i        0.012113795158836305-0.03104042981161657i         0
-1.8871293870051673E-7    1.6146097305637372E-7    -5.108066737850154E-8    0.031040432738595292+0.012113796301124958i        0.012113796301111555-0.031040432738586546i        0
-2.042993250785775E-7     1.755239318513468E-7     -2.9195494265787305E-8   0.031040434419324265+0.01211379695704383i         0.012113796957030512-0.031040434419315463i        0
-2.005192537324641E-7     2.0314057611763385E-7    -2.9445455382656825E-8   0.031040434238287118+0.012113796886392535i        0.012113796886379162-0.031040434238278205i        0
-2.247160824926864E-7     1.6582935442174195E-7    -2.4099510036840325E-8   0.031040434839310443+0.01211379712094704i         0.012113797120933693-0.031040434839301696i        0
-2.2851369972924428E-7    1.6503091520365795E-7    2.3513614631263773E-10   0.03104043685258252+0.012113797906643844i         0.012113797906630527-0.031040436852573718i        0
-2.518829207016532E-7     1.7582037920651496E-7    -9.034898152119858E-11   0.031040436685740858+0.012113797841532426i        0.012113797841519109-0.03104043668573211i         0
-2.658105835473911E-7     1.673178463055451E-7     1.1964950244010688E-8    0.031040437696182185+0.012113798235865891i        0.012113798235852544-0.03104043769617333i         0
-2.5684043487451223E-7    1.988780892682249E-7     1.1260971372815703E-8    0.031040437469014883+0.012113798147211884i        0.012113798147198566-0.03104043746900586i         0
-2.592738276803484E-7     2.1756673425132258E-7    -8.029073654805375E-9    0.03104043574370829+0.012113797473896105i         0.012113797473882814-0.03104043574369949i         0
-2.9601321534218043E-7    2.0194075232339585E-7    1.3758378677393403E-8    0.031040437535540245+0.01211379817317396i         0.012113798173160557-0.031040437535531276i        0
-2.7076809772025013E-7    1.90375556367255E-7      2.3316270598347586E-8    0.03104043847945488+0.012113798541544766i         0.012113798541531391-0.031040438479446077i        0
-2.9835513683802186E-7    2.220532632807923E-7     -1.264980838599253E-8    0.031040435210747532+0.01211379726590361i         0.012113797265890264-0.03104043521073873i         0
-2.755434120219277E-7     2.291767123077491E-7     -2.2381961492659425E-8   0.031040434429354967+0.012113796960958333i        0.012113796960945014-0.031040434429346i           0
-2.5648006129073796E-7    2.3218383260423223E-7    -7.694422092839032E-8    0.031040429940464007+0.012113795209130005i        0.01211379520911669-0.03104042994045526i          0
-2.349008713043295E-7     2.134639166652905E-7     -7.627770325085297E-8    0.031040430179454907+0.012113795302398282i        0.012113795302384937-0.03104043017944605i         0
-2.789968549605695E-7     2.237379600693576E-7     -8.635226656623916E-8    0.03104042914212066+0.012113794897569734i         0.012113794897556304-0.031040429142111914i        0
-2.57373972777625E-7      2.395178896940445E-7     -6.08939386673878E-8     0.03104043122438634+0.012113795710191787i         0.01211379571017847-0.031040431224377593i         0
-2.739435350511135E-7     2.2139904755673948E-7    -4.421148015708069E-8    0.03104043267063573+0.012113796274603093i         0.012113796274589746-0.031040432670626818i        0
-2.576739507095342E-7     2.097890695003129E-7     -2.985859231922664E-8    0.031040433984988285+0.012113796787540453i        0.012113796787527106-0.031040433984979483i        0
-2.3964182829263216E-7    2.0955575417265732E-7    -4.0538788296863464E-8   0.031040433155872203+0.012113796463970832i        0.012113796463957459-0.03104043315586329i         0
-2.5976991395129974E-7    1.820135504260275E-7     -2.4587737728591077E-8   0.031040434589047396+0.012113797023279721i        0.012113797023266374-0.03104043458903865i         0
-2.417377915343978E-7     1.8178023509837187E-7    -3.52679337062279E-8     0.031040433759932824+0.012113796699710548i        0.01211379669969723-0.03104043375992391i          0
-2.357947827912166E-7     2.2079797375510277E-7    -6.022742098985043E-8    0.031040431463377625+0.012113795803460201i        0.012113795803446828-0.031040431463368934i        0
-2.0293449513853058E-7    1.4390486155416124E-7    2.406007798687134E-8     0.031040439041447408+0.012113798760867243i        0.012113798760853951-0.03104043904143866i         0
-2.036271155155118E-7     1.369148320205289E-7     5.2190673838034306E-8    0.031040441418050534+0.012113799688357053i        0.012113799688343682-0.031040441418041676i        0
-2.2451195952493332E-7    1.4082515573376945E-7    8.203963392000363E-9     0.03104043767731977+0.012113798228504696i         0.01211379822849138-0.03104043767731114i          0
-1.894194158865927E-7     1.180529092248405E-7     5.2183123873642415E-8    0.031040441579065835+0.012113799751194629i        0.012113799751181311-0.03104044157905681i         0
-1.887267955096114E-7     1.2504293875847288E-7    2.405252802247946E-8     0.031040439202462043+0.012113798823704565i        0.01211379882369122-0.03104043920245324i          0
-2.4259410118604306E-7    1.3665643072441469E-7    2.799889407923861E-8     0.03104043929034604+0.01211379885800207i          0.01211379885798878-0.031040439290337236i         0
-2.6052350423609186E-7    1.5235965729333333E-7    3.2085366059082775E-8    0.031040439476048287+0.012113798930473905i        0.012113798930460613-0.031040439476039485i        0
-2.3465224511850416E-7    1.4529360549291552E-7    7.58477777132187E-8      0.031040443233311416+0.01211380039677828i         0.01211380039676499-0.031040443233302725i         0
-2.2962264972335768E-7    1.2899556582485268E-7    5.6819715289704763E-8    0.031040441770881576+0.01211379982605243i         0.012113799826039166-0.031040441770872774i        0
-2.4745703610217855E-7    1.263143094481296E-7     9.631133784999879E-8     0.031040445010499445+0.012113801090341164i        0.01211380109032779-0.031040445010490643i         0
-2.5853399178759686E-7    1.6144718868329462E-7    6.245317014243364E-8     0.031040441946552047+0.01211379989460926i         0.012113799894595942-0.031040441946543082i        0
-2.7701917375934073E-7    1.513954658619946E-7     8.475976867494108E-8     0.031040443803474933+0.012113800619289475i        0.012113800619276185-0.031040443803466187i        0
-2.7438431348900597E-7    1.3301032561757936E-7    1.038163056090256E-7     0.031040445508131707+0.012113801284546501i        0.01211380128453321-0.031040445508123016i         0
-5.445560260272478E-8     -9.370994986096621E-8    -2.442109523041701E-8    0.031040436958376483+0.012113797947930886i        0.012113797947917485-0.03104043695836746i         0
-6.22434796115269E-8      -4.201992785482547E-8    -2.6152620103151878E-8   0.031040436468448583+0.012113797756732249i        0.012113797756718957-0.031040436468439837i        0
-4.947189150912004E-8     -6.819600240094019E-8    -3.371268217557503E-8    0.031040436043603573+0.012113797590932847i        0.01211379759091953-0.03104043604359483i          0
-7.959070687973131E-8     -4.321406533588607E-8    -8.457991403733889E-10   0.031040438522788174+0.012113798558455981i        0.012113798558442692-0.031040438522779316i        0
-1.2455312857142437E-7    9.902923384901376E-8     6.137678962687933E-9     0.031040438076734483+0.01211379838437963i         0.012113798384366369-0.03104043807672546i         0
-1.3751466717838575E-7    1.0592596347299859E-7    -3.6441268252877605E-8   0.031040434458882136+0.01211379697248172i         0.012113796972468375-0.03104043445887339i         0
-1.059882828442611E-7     8.861329901256996E-8     1.732089427614453E-8     0.031040439127657103+0.012113798794511313i        0.012113798794497938-0.03104043912764819i         0
-9.237231283164425E-8     8.363487035014936E-8     3.374836612671503E-9     0.03104043804326703+0.012113798371318723i         0.012113798371305405-0.031040438043258227i        0
-1.0955068096892274E-7    6.617578477143832E-8     2.5387079507900887E-8    0.031040439925957265+0.012113799106054809i        0.01211379910604149-0.031040439925948463i         0
-1.0476053286019235E-7    8.780516092273923E-8     -4.06741473798488E-8     0.031040434322147138+0.012113796919119646i        0.012113796919106357-0.03104043432213839i         0
-9.593471095630589E-8     6.119735610901773E-8     1.144102184442786E-8     0.031040438841566643+0.012113798682862083i        0.01211379868284871-0.031040438841557952i         0
-9.22013514472312E-8      4.153612305387302E-8     -2.8522365893261963E-8   0.031040435658151445+0.01211379744050682i         0.012113797440493446-0.031040435658142643i        0
-1.229455922229199E-7     1.086301543755921E-7     -1.6691781920260148E-8   0.03104043612677415+0.012113797623390873i         0.012113797623377472-0.03104043612676535i         0
-9.628201979002431E-8     6.474128616861234E-8     -4.2083732358980605E-8   0.03104043437514924+0.012113796939804182i         0.012113796939790835-0.03104043437514027i         0
-1.0428568307589139E-7    9.601097109765391E-8     -1.7476219036470417E-8   0.03104043619824208+0.012113797651281892i         0.01211379765126849-0.031040436198233278i         0
-1.2555231159601047E-7    9.850926746865899E-8     -5.433451549337913E-8    0.031040433056873706+0.01211379642533577i         0.012113796425322452-0.03104043305686485i         0
-1.2977505454576754E-7    6.270557998932168E-8     1.9623888319581254E-8    0.031040439406312383+0.0121137989032589i          0.012113798903245553-0.03104043940630336i         0
-1.5154039497427804E-7    9.279272428975432E-8     2.0959975255151175E-8    0.031040439262176655+0.01211379884700869i         0.012113798846995344-0.031040439262167797i        0
-1.3864986178778218E-7    8.435398005987824E-8     6.2530219849480394E-9    0.031040438133924868+0.012113798406698717i        0.012113798406685427-0.03104043813391612i         0
-1.1380787131833811E-7    6.027010059476479E-8     -1.1249565264054578E-7   0.03104042850342188+0.01211379464831194i          0.012113794648298593-0.031040428503413077i        0
-1.23961626707303E-7      8.303224372535875E-8     -1.1733966969247374E-7   0.03104042792796218+0.012113794423733847i         0.012113794423720502-0.03104042792795349i         0
-1.2123692140047797E-7    5.7585420022898494E-8    -9.326641678493448E-8    0.031040430093343792+0.012113795268792638i        0.012113795268779348-0.0310404300933351i          0
-1.3523056009161145E-7    9.622923405442397E-8     -8.596685574863356E-8    0.031040430415100646+0.012113795394361075i        0.01211379539434784-0.0310404304150919i           0
-1.3195476024345646E-7    8.168124674350921E-8     -6.166621454809676E-8    0.031040432533178234+0.012113796220959101i        0.01211379622094581-0.031040432533169543i         0
-1.3139067678944284E-7    8.034756315349247E-8     -9.811043383686246E-8    0.031040429517885593+0.012113795044215215i        0.012113795044201868-0.03104042951787679i         0
-1.1469290210158267E-7    6.249261463246151E-8     -5.829883463317329E-8    0.031040432985881734+0.012113796397630593i        0.012113796397617248-0.03104043298587293i         0
-1.0781494656077276E-7    5.42784588127823E-8      -7.775545878178213E-8    0.031040431443262788+0.012113795795610213i        0.012113795795596894-0.03104043144325404i         0
-1.2907347911049912E-7    3.753179770538718E-8     -9.110197651211635E-8    0.031040430373589716+0.012113795378161072i        0.012113795378147699-0.03104043037358097i         0
-1.225294598116038E-7     4.243899231495018E-8     -5.613439436035517E-8    0.03104043326612855+0.012113796506999307i         0.01211379650698596-0.031040433266119802i         0
-1.0673546272190555E-7    2.668498800996029E-8     -4.3466735744735104E-8   0.03104043446492301+0.012113796974839146i         0.012113796974825801-0.03104043446491415i         0
-1.1565150427079389E-7    3.422483649527098E-8     -7.559101850896401E-8    0.031040431723509874+0.012113795904979144i        0.012113795904965797-0.031040431723501127i        0
-2.1020761500999952E-7    -2.5977419924614067E-7   1.9620335201988117E-7    0.03104045582364829+0.012113805310265744i         0.01211380531025237-0.031040455823639655i         0
-1.9689101290316315E-7    -2.764396058012789E-7    1.877412395435845E-7     0.031040455266371524+0.012113805092783595i        0.012113805092770276-0.031040455266362666i        0
-5.259146760833586E-8     -2.1946585819435446E-7   6.67761011146144E-8      0.031040445318112758+0.012113801210389939i        0.012113801210376678-0.03104044531810401i         0
-5.435756610533404E-8     -2.5520874740492026E-7   7.448086833637369E-8     0.031040446174875315+0.012113801544749024i        0.012113801544735677-0.031040446174866624i        0
-6.156094174166033E-8     -2.3546779557997092E-7   8.527869327752549E-8     0.031040446925885697+0.01211380183783722i         0.012113801837823903-0.03104044692587695i         0
-9.637655128148702E-8     -2.2708575043780628E-7   1.1210104730621443E-7    0.031040448992105684+0.012113802644197407i        0.012113802644184091-0.031040448992096938i        0
-1.0597023059214344E-7    -1.9915008797713136E-7   1.1329211984754968E-7    0.0310404488871517+0.012113802603238199i          0.012113802603224826-0.031040448887142844i        0
-8.721383431668468E-8     -2.3056856625761516E-7   9.088961124012041E-8     0.03104044728143929+0.012113801976594996i         0.012113801976581734-0.031040447281430433i        0
-5.192707950011961E-8     -2.30967489389866E-7     4.40864067735631E-8      0.031040443508277844+0.012113800504086277i        0.01211380050407296-0.031040443508269042i         0
-3.4975339954575426E-8    -2.717220781537307E-7    1.8154017503410726E-8    0.03104044166208843+0.012113799783594986i         0.012113799783581639-0.031040441662079685i        0
-3.200959239784309E-8     -2.3273047179274373E-7   3.051009764020452E-8     0.031040442454132757+0.012113800092697118i        0.012113800092683773-0.031040442454123844i        0
-5.1125635341413805E-8    -2.508138553157384E-7    4.9847108492174315E-8    0.03104044411261087+0.012113800739932429i         0.012113800739919137-0.031040444112602067i        0
-3.103493431020217E-8     -2.2242707399143161E-7   4.7328250176500785E-9    0.03104044025312353+0.012113799233734254i         0.012113799233720936-0.031040440253114508i        0
-3.120814823913729E-8     -2.5257683771861605E-7   3.627079935881575E-8     0.03104044305846694+0.01211380032854377i          0.01211380032853034-0.03104044305845803i          0
-1.1537811062314094E-7    -2.4730488423471863E-7   1.0937555708903472E-7    0.031040448832762902+0.012113802582012468i        0.012113802581999178-0.0310404488327541i          0
-1.1477797728891413E-7    -2.85589557391652E-7     1.213591855844426E-7     0.031040450067913082+0.012113803064040456i        0.012113803064027082-0.03104045006790428i         0
-1.0621539365833861E-7    -2.5078770005452754E-7   8.81641210229407E-8      0.031040447122097123+0.012113801914410364i        0.012113801914397072-0.03104044712208821i         0
-1.1957334547150628E-7    -2.613305494160775E-7    1.249544811965843E-7     0.03104045020035539+0.012113803115727136i         0.012113803115713816-0.03104045020034642i         0
-1.2991467308189852E-7    -3.062544284796222E-7    1.2986169940992074E-7    0.03104045085543135+0.012113803371376245i         0.01211380337136293-0.031040450855422605i         0
-1.2388569245042705E-7    -3.31371420649555E-7     1.0578288319100796E-7    0.031040449031763173+0.012113802659674001i        0.012113802659660739-0.031040449031754316i        0
-1.3989073954827468E-7    -2.535654778197807E-7    1.2600688622448142E-7    0.031040450176218762+0.012113803106307691i        0.012113803106294289-0.03104045017620974i         0
-1.5660372505371218E-7    -2.3136695961301261E-7   1.4504374771593291E-7    0.031040451566320734+0.01211380364880696i         0.012113803648793615-0.03104045156631188i         0
-1.3569550469990936E-7    -2.395398126384218E-7    1.1042796211693184E-7    0.03104044880862727+0.012113802572593384i         0.012113802572580039-0.03104044880861858i         0
-1.487856855633784E-7     -2.4768068348725856E-7   1.454209757539272E-7     0.03104045172355005+0.012113803710166984i         0.012113803710153637-0.031040451723541248i        0
-1.6378456207862565E-7    -3.011672836685709E-7    1.529040406711873E-7     0.031040452631323222+0.01211380406443334i         0.012113804064419966-0.03104045263131442i         0
-1.580107710366717E-7     -2.671930774366591E-7    1.2282407636707308E-7    0.03104044994059214+0.012113803014352439i         0.012113803014339092-0.031040449940583505i        0
-1.5283007275288767E-7    -2.95623020120926E-7     1.302741851646541E-7     0.03104045075224571+0.012113803331107172i         0.012113803331093855-0.03104045075223691i         0
-1.6690571705177545E-7    -2.613082831041369E-7    1.422381658965188E-7     0.031040451487922765+0.012113803618211454i        0.012113803618198107-0.031040451487913852i        0
-1.739768289866949E-7     -2.7894022876029753E-7   1.591460606548272E-7     0.03104045297936698+0.012113804200260467i         0.012113804200247122-0.031040452979358178i        0
-1.9725822614576945E-7    -2.781790705182065E-7    1.6373995749683404E-7    0.031040453283640235+0.012113804319005616i        0.012113804318992272-0.031040453283631433i        0
-4.348695472856583E-8     5.7941369648902065E-8    -2.880389882193134E-7    0.031040414163997603+0.012113789052228095i        0.012113789052214777-0.0310404141639888i          0
